image_path,crop,disease,caption,temperature,humidity,rainfall,source_csv,image_full_path
corn_commonrust(102).JPG,Corn,Common_rust,a leaf with a fungus on it under natural light.,27.0,92.0,61.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(102).JPG
corn_commonrust(1020).JPG,Corn,Common_rust,a leaf with a swollen leaf showing slight discoloration.,23.0,74.0,67.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1020).JPG
corn_commonrust(1021).JPG,Corn,Common_rust,a leaf with a scaly spot on it showing slight discoloration.,27.0,77.0,66.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1021).JPG
corn_commonrust(1022).JPG,Corn,Common_rust,a leaf with a swollen leaf and a swollen leaf during daylight.,20.0,86.0,67.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1022).JPG
corn_commonrust(1023).JPG,Corn,Common_rust,a leaf with a fungus on it showing slight discoloration.,28.0,93.0,59.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1023).JPG
corn_commonrust(1024).JPG,Corn,Common_rust,a leaf with a swollen leaf showing early symptoms.,30.0,81.0,70.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1024).JPG
corn_commonrust(1025).JPG,Corn,Common_rust,a leaf with a spherical spherical spherical spher under natural light.,27.0,87.0,64.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1025).JPG
corn_commonrust(1026).JPG,Corn,Common_rust,a leaf with a heart shape under natural light.,24.0,76.0,61.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1026).JPG
corn_commonrust(1027).JPG,Corn,Common_rust,a leaf with a scaly appearance showing early symptoms.,24.0,85.0,70.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1027).JPG
corn_commonrust(1028).JPG,Corn,Common_rust,a leaf with a few spots during daylight.,25.0,73.0,61.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1028).JPG
corn_commonrust(1029).JPG,Corn,Common_rust,a leaf with a swollen stem and a rotten leaf with visible spots.,27.0,88.0,46.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1029).JPG
corn_commonrust(103).JPG,Corn,Common_rust,a leaf with a few brown spots showing early symptoms.,24.0,95.0,53.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(103).JPG
corn_commonrust(1030).JPG,Corn,Common_rust,a fungus aphid aphid aphid aphid aphid during daylight.,26.0,88.0,61.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1030).JPG
corn_commonrust(1031).JPG,Corn,Common_rust,a leaf with a few spots with visible spots.,28.0,93.0,62.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1031).JPG
corn_commonrust(1032).JPG,Corn,Common_rust,"a leaf is a leaf, a leaf is a leaf, a leaf is a leaf, under natural light.",22.0,71.0,64.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1032).JPG
corn_commonrust(1033).JPG,Corn,Common_rust,a leaf with a brown spot on it during daylight.,20.0,94.0,40.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1033).JPG
corn_commonrust(1034).JPG,Corn,Common_rust,a leaf of a plant with a swollen leaf showing slight discoloration.,27.0,81.0,51.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1034).JPG
corn_commonrust(1035).JPG,Corn,Common_rust,a leaf with a few splotches of brown and white fungus showing slight discoloration.,28.0,83.0,56.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1035).JPG
corn_commonrust(1036).JPG,Corn,Common_rust,a leaf is a leafy plant with a leafy stem and leaves showing early symptoms.,24.0,73.0,46.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1036).JPG
corn_commonrust(1037).JPG,Corn,Common_rust,a leaf with a scaly surface showing slight discoloration.,27.0,82.0,59.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1037).JPG
corn_commonrust(1038).JPG,Corn,Common_rust,a leaf of corn with a brown spot on it with visible spots.,21.0,92.0,44.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1038).JPG
corn_commonrust(1039).JPG,Corn,Common_rust,a leaf with a few spots during daylight.,21.0,71.0,49.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1039).JPG
corn_commonrust(104).JPG,Corn,Common_rust,a fungus - a fungus - a fungus - a fung under natural light.,27.0,86.0,64.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(104).JPG
corn_commonrust(1040).JPG,Corn,Common_rust,a leaf with a few spots of red and white spots showing slight discoloration.,22.0,95.0,50.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1040).JPG
corn_commonrust(1041).JPG,Corn,Common_rust,a leaf with a few spots of brownish-blackish spots showing early symptoms.,28.0,96.0,44.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1041).JPG
corn_commonrust(1042).JPG,Corn,Common_rust,a leaf with a few spots of brownish-blackish brownish-blackish brownish brownish brownish under natural light.,21.0,96.0,42.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1042).JPG
corn_commonrust(1043).JPG,Corn,Common_rust,a leaf with a few brown spots on it during daylight.,20.0,70.0,55.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1043).JPG
corn_commonrust(1044).JPG,Corn,Common_rust,a leaf with a fungus on it with healthy green texture.,24.0,85.0,69.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1044).JPG
corn_commonrust(1045).JPG,Corn,Common_rust,a leaf with a few spots with visible spots.,26.0,82.0,47.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1045).JPG
corn_commonrust(1046).JPG,Corn,Common_rust,Describe the appearance of the leaf with healthy green texture.,24.0,84.0,41.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1046).JPG
corn_commonrust(1047).JPG,Corn,Common_rust,a fungus aphid aphid aphid aphid aphid with healthy green texture.,20.0,96.0,40.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1047).JPG
corn_commonrust(1048).JPG,Corn,Common_rust,a leaf with a brown spot on it with healthy green texture.,27.0,97.0,69.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1048).JPG
corn_commonrust(1049).JPG,Corn,Common_rust,a leaf of a plant with a swollen leaf showing early symptoms.,24.0,82.0,55.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1049).JPG
corn_commonrust(105).JPG,Corn,Common_rust,a leaf with a swollen leaf and a swollen leaf with visible spots.,22.0,97.0,54.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(105).JPG
corn_commonrust(1050).JPG,Corn,Common_rust,a leaf with a swollen center and a swollen tip during daylight.,29.0,96.0,54.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1050).JPG
corn_commonrust(1051).JPG,Corn,Common_rust,a leaf with a few brown spots and a few brown spots with visible spots.,21.0,83.0,65.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1051).JPG
corn_commonrust(1052).JPG,Corn,Common_rust,a leaf with a fungus on it showing early symptoms.,26.0,89.0,65.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1052).JPG
corn_commonrust(1053).JPG,Corn,Common_rust,a fungus aphid aphid aphid aphid aphid under natural light.,20.0,93.0,64.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1053).JPG
corn_commonrust(1054).JPG,Corn,Common_rust,a leaf with a swollen leaf and a swollen leaf showing early symptoms.,26.0,71.0,70.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1054).JPG
corn_commonrust(1055).JPG,Corn,Common_rust,a fungus sylia sylia sylia s showing early symptoms.,24.0,72.0,59.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1055).JPG
corn_commonrust(1056).JPG,Corn,Common_rust,a leaf with a rusty brown spot on it during daylight.,25.0,81.0,55.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1056).JPG
corn_commonrust(1057).JPG,Corn,Common_rust,a leaf with a few spots with visible spots.,21.0,82.0,66.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1057).JPG
corn_commonrust(1058).JPG,Corn,Common_rust,a fungus aphid aphid aphid aphid aphid showing slight discoloration.,25.0,78.0,63.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1058).JPG
corn_commonrust(1059).JPG,Corn,Common_rust,a leaf with a brownish brown color and a brownish brown color during daylight.,24.0,87.0,59.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1059).JPG
corn_commonrust(106).JPG,Corn,Common_rust,a leaf with a brown spot on it under natural light.,25.0,78.0,50.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(106).JPG
corn_commonrust(1060).JPG,Corn,Common_rust,a leaf with a few brown spots showing slight discoloration.,27.0,91.0,68.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1060).JPG
corn_commonrust(1061).JPG,Corn,Common_rust,a leaf with a brown spot on it with visible spots.,28.0,94.0,46.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1061).JPG
corn_commonrust(1062).JPG,Corn,Common_rust,a leaf with a fungus on it with visible spots.,29.0,87.0,56.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1062).JPG
corn_commonrust(1063).JPG,Corn,Common_rust,a leaf with a rusty brown color and a brownish brown color during daylight.,25.0,77.0,60.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1063).JPG
corn_commonrust(1064).JPG,Corn,Common_rust,a leaf with a few spots showing early symptoms.,22.0,96.0,40.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1064).JPG
corn_commonrust(1065).JPG,Corn,Common_rust,a leaf with a few spots showing early symptoms.,28.0,82.0,60.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1065).JPG
corn_commonrust(1066).JPG,Corn,Common_rust,a leaf of a plant with a swollen leaf during daylight.,20.0,97.0,52.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1066).JPG
corn_commonrust(1067).JPG,Corn,Common_rust,a leaf with a few spots with healthy green texture.,21.0,84.0,40.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1067).JPG
corn_commonrust(1068).JPG,Corn,Common_rust,a leaf with a few spots with visible spots.,20.0,80.0,47.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1068).JPG
corn_commonrust(1069).JPG,Corn,Common_rust,a leaf with a brown spot on it with visible spots.,30.0,85.0,54.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1069).JPG
corn_commonrust(107).JPG,Corn,Common_rust,a leaf with a few brown spots with visible spots.,22.0,91.0,42.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(107).JPG
corn_commonrust(1070).JPG,Corn,Common_rust,a leaf is a leaf is a leaf showing early symptoms.,20.0,96.0,69.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1070).JPG
corn_commonrust(1071).JPG,Corn,Common_rust,Describe the appearance of the leaf showing slight discoloration.,25.0,95.0,42.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1071).JPG
corn_commonrust(1072).JPG,Corn,Common_rust,a leaf with a rusty brown color and a brownish brown rusty brown color with healthy green texture.,30.0,93.0,65.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1072).JPG
corn_commonrust(1073).JPG,Corn,Common_rust,a leaf with a few brown spots with healthy green texture.,20.0,93.0,60.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1073).JPG
corn_commonrust(1074).JPG,Corn,Common_rust,a fungus aphid aphid aphid aphid aphid with healthy green texture.,21.0,85.0,49.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1074).JPG
corn_commonrust(1075).JPG,Corn,Common_rust,a leaf with a fungus on it under natural light.,20.0,80.0,41.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1075).JPG
corn_commonrust(1076).JPG,Corn,Common_rust,a fungus aphid aphid aphid aphid aphid with healthy green texture.,21.0,96.0,70.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1076).JPG
corn_commonrust(1077).JPG,Corn,Common_rust,a leaf with a fungus on it showing slight discoloration.,24.0,92.0,59.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1077).JPG
corn_commonrust(1078).JPG,Corn,Common_rust,a leaf with a few spots of brownish brownish brownish brownish brownish brownish brownish brownish under natural light.,27.0,89.0,45.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1078).JPG
corn_commonrust(1079).JPG,Corn,Common_rust,a leaf with a splotch of white spots on it during daylight.,23.0,80.0,52.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1079).JPG
corn_commonrust(108).JPG,Corn,Common_rust,a fungus aphid aphid aphid aphid aphid showing early symptoms.,26.0,90.0,67.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(108).JPG
corn_commonrust(1080).JPG,Corn,Common_rust,a leaf with a fungus on it under natural light.,23.0,95.0,53.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1080).JPG
corn_commonrust(1081).JPG,Corn,Common_rust,a leaf with a fungus on it with healthy green texture.,22.0,74.0,47.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1081).JPG
corn_commonrust(1082).JPG,Corn,Common_rust,a leaf with a fungus on it during daylight.,28.0,73.0,42.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1082).JPG
corn_commonrust(1083).JPG,Corn,Common_rust,a leaf with a fungus on it with visible spots.,22.0,77.0,43.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1083).JPG
corn_commonrust(1084).JPG,Corn,Common_rust,a leaf is a leaf is a leaf showing early symptoms.,20.0,94.0,55.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1084).JPG
corn_commonrust(1085).JPG,Corn,Common_rust,a leaf is a green leaf with a small white spot on the leaf surface with healthy green texture.,21.0,86.0,44.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1085).JPG
corn_commonrust(1086).JPG,Corn,Common_rust,a leaf with a few spots of brownish brownish brownish brownish brownish brownish brownish brownish during daylight.,30.0,84.0,49.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1086).JPG
corn_commonrust(1087).JPG,Corn,Common_rust,a leaf with a few spots of brownish-blackish spots with healthy green texture.,27.0,79.0,66.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1087).JPG
corn_commonrust(1088).JPG,Corn,Common_rust,a leaf with a few brown spots and a few brown spots with visible spots.,29.0,95.0,46.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1088).JPG
corn_commonrust(1089).JPG,Corn,Common_rust,a fungus aphid aphid aphid aphid aphid during daylight.,28.0,70.0,45.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1089).JPG
corn_commonrust(109).JPG,Corn,Common_rust,a leaf with a scab on it showing slight discoloration.,22.0,85.0,50.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(109).JPG
corn_commonrust(1090).JPG,Corn,Common_rust,a leaf is a leafy plant with a leafy stem and leaves showing early symptoms.,24.0,74.0,41.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1090).JPG
corn_commonrust(1091).JPG,Corn,Common_rust,a leaf with a fungus on it under natural light.,20.0,87.0,42.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1091).JPG
corn_commonrust(1092).JPG,Corn,Common_rust,a leaf with a brown spot on it with healthy green texture.,26.0,92.0,44.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1092).JPG
corn_commonrust(1093).JPG,Corn,Common_rust,a fungus aphid aphid aphid aphid aphid under natural light.,24.0,74.0,43.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1093).JPG
corn_commonrust(1094).JPG,Corn,Common_rust,a fungus a fungus a fungus a fungus a fungus showing slight discoloration.,23.0,87.0,70.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1094).JPG
corn_commonrust(1095).JPG,Corn,Common_rust,a leaf with a fungus on it with visible spots.,28.0,89.0,69.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1095).JPG
corn_commonrust(1096).JPG,Corn,Common_rust,a leaf with a few spots during daylight.,22.0,73.0,49.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1096).JPG
corn_commonrust(1097).JPG,Corn,Common_rust,a leaf with a brown spot on it showing early symptoms.,24.0,79.0,53.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1097).JPG
corn_commonrust(1098).JPG,Corn,Common_rust,a leaf with a swollen leaf with healthy green texture.,20.0,73.0,40.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1098).JPG
corn_commonrust(1099).JPG,Corn,Common_rust,a leaf with a swollen leaf during daylight.,29.0,91.0,54.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1099).JPG
corn_commonrust(11).JPG,Corn,Common_rust,a leaf with a fungus on it showing slight discoloration.,24.0,95.0,63.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(11).JPG
corn_commonrust(110).JPG,Corn,Common_rust,a leaf with a striate of a leaf during daylight.,23.0,80.0,58.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(110).JPG
corn_commonrust(1100).JPG,Corn,Common_rust,a leaf with a rusty brown spot on it showing slight discoloration.,24.0,85.0,43.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1100).JPG
corn_commonrust(1101).JPG,Corn,Common_rust,a leaf with a few spots of brown spots on it under natural light.,28.0,94.0,43.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1101).JPG
corn_commonrust(1102).JPG,Corn,Common_rust,Describe the appearance of the leaf showing early symptoms.,20.0,86.0,50.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1102).JPG
corn_commonrust(1103).JPG,Corn,Common_rust,a leaf is a leaf is a leaf with healthy green texture.,22.0,74.0,62.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1103).JPG
corn_commonrust(1104).JPG,Corn,Common_rust,a leaf with a few brown spots showing slight discoloration.,29.0,82.0,67.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1104).JPG
corn_commonrust(1105).JPG,Corn,Common_rust,a leaf with a brownish brown color showing slight discoloration.,20.0,97.0,56.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1105).JPG
corn_commonrust(1106).JPG,Corn,Common_rust,a leaf with a rusty brown spot showing early symptoms.,23.0,75.0,65.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1106).JPG
corn_commonrust(1107).JPG,Corn,Common_rust,a leaf of a plant with a swollen leaf under natural light.,30.0,80.0,49.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1107).JPG
corn_commonrust(1108).JPG,Corn,Common_rust,a leaf with a brownish brown color showing early symptoms.,21.0,83.0,54.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1108).JPG
corn_commonrust(1109).JPG,Corn,Common_rust,a leaf with a scab on it during daylight.,26.0,94.0,44.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1109).JPG
corn_commonrust(111).JPG,Corn,Common_rust,a leaf with a scab on it showing early symptoms.,28.0,70.0,66.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(111).JPG
corn_commonrust(1110).JPG,Corn,Common_rust,a leaf with a slit in the middle during daylight.,21.0,73.0,54.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1110).JPG
corn_commonrust(1111).JPG,Corn,Common_rust,a leaf with a swollen leaf and a swollen leaf showing early symptoms.,30.0,83.0,52.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1111).JPG
corn_commonrust(1112).JPG,Corn,Common_rust,a leaf with a fungus on it with visible spots.,27.0,75.0,53.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1112).JPG
corn_commonrust(1113).JPG,Corn,Common_rust,a leaf with a brown spot on it with healthy green texture.,29.0,93.0,50.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1113).JPG
corn_commonrust(1114).JPG,Corn,Common_rust,a fungus aphid aphid aphid aphid aphid with healthy green texture.,25.0,76.0,52.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1114).JPG
corn_commonrust(1115).JPG,Corn,Common_rust,a leaf is a green leaf with a brown spot on it with healthy green texture.,21.0,91.0,67.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1115).JPG
corn_commonrust(1116).JPG,Corn,Common_rust,a leaf with a few spots with healthy green texture.,27.0,91.0,52.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1116).JPG
corn_commonrust(1117).JPG,Corn,Common_rust,a leaf is a leaf is a leaf with healthy green texture.,20.0,71.0,42.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1117).JPG
corn_commonrust(1118).JPG,Corn,Common_rust,a fungus aphid aphid aphid aphid aphid under natural light.,21.0,92.0,70.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1118).JPG
corn_commonrust(1119).JPG,Corn,Common_rust,a leaf with a fungus on it showing slight discoloration.,30.0,96.0,61.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1119).JPG
corn_commonrust(112).JPG,Corn,Common_rust,a leaf with a fungus on it showing early symptoms.,30.0,91.0,59.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(112).JPG
corn_commonrust(1120).JPG,Corn,Common_rust,a fungus aphid aphid aphid aphid aphid showing early symptoms.,28.0,94.0,65.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1120).JPG
corn_commonrust(1121).JPG,Corn,Common_rust,a leaf with a fungus on it showing early symptoms.,25.0,88.0,66.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1121).JPG
corn_commonrust(1122).JPG,Corn,Common_rust,a leaf with a scaly surface with visible spots.,26.0,73.0,40.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1122).JPG
corn_commonrust(1123).JPG,Corn,Common_rust,a fungus aphid aphid aphid aphid aphid with healthy green texture.,27.0,96.0,59.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1123).JPG
corn_commonrust(1124).JPG,Corn,Common_rust,a fungus aphid aphid aphid aphid aphid showing early symptoms.,21.0,95.0,42.0,Corn_Common_rust.csv,/content/drive/MyDrive/Crop-Dataset/Corn_Common_rust/corn_commonrust(1124).JPG
